11	[零食]	[茶叶 大红袍 留香 冲泡 茶具]	【大红袍怎么泡，大红袍的泡法】	大红袍的汤色大红袍经过半发酵传统工艺的精心烘焙之后，茶叶不仅仅带有独到茶香，而且还具有炭火的气息。茶叶外观红绿相间，周围似乎勾芡有金边，形状像一条小麻花，经过泡制之后，茶叶就会舒展开来，茶叶的颜色变得明黄鲜艳，同时一股浓郁的兰花香扑鼻而来。那么日常生活中，我们该如何泡制所谓的“功夫茶”呢？首先我们应该将所需要的茶具统统清洗干净，再将大红袍茶叶放入茶具中，通过高温开水冲泡，但是不要将茶叶冲泡的太久，不然一些营养物质会流失掉。最后将茶水倒入品茶的杯子中，进行品茗。这个时候我们轻轻抿上一口清茶，口齿留香，芳香四溢，回味无穷。小贴士：一般的茶叶需要温度在80°左右的水来冲泡，而大红袍却不然，需要接近沸水的温度来冲泡。“三泡四泡是精华，九泡十泡有余韵”。说的是大红袍一般可以冲泡10余次，大概在第4-5次冲泡的时候口感最佳，唇齿留香，尤其是岩谷茶香更是让人陶醉不已。
12	[明星]	[目光 偶像 新娘 婚礼 牵动]	【明星婚礼上的kiss，你被哪一对甜炸了？】	近几年娱乐圈喜事连连，偶像们大婚牵动着众人的目光，回看当时婚礼上他们甜蜜kiss的瞬间，真的宛如一出出虐汪大戏。你觉得哪一对的婚礼之吻最甜最苏呢？老干部霍建华和新娘林心如忘情瞬间。
13	[美妆]	[]	【话题任务#聊聊你的第一次（______）#】	我想先讲一个故事，也许是我记忆里最特别的一次。
14	[零食]	[面包 淀粉 面粉 作用 淀粉酶]	【控制面包老化的方法】	有几种方法可以用来控制面包的老化，延长保质期限，这些方法的作用仅仅是延长面包的保存期，防止过快地老化而已。一、温度的调整冷冻是一方法，但不同于冷藏，冷冻必须使温度降低到-20℃以下才能防止过快老，且降温和解冻速度不能过于缓慢。二、包装良好的包装可以防止水分的损失和保持产品的美观。三、面粉的选择使用高筋面粉制作的面包，吸水量多，而且由于蛋白质含量高，淀粉含量少，面包的体积大，所以面包的硬化较慢，保持性能良好。选择高筋度的面粉制作面包，一定要保证水量充足，才有助于面筋的扩展，而且要使用速度较高的搅拌机，才能使面筋得到充分扩展。四、面包改良剂及α-淀粉酶的作用一般面粉中均缺乏淀粉液化酶α-淀粉酶，而面包改良剂中的淀粉酶在面团发酵及烤焙初期能水解部分淀粉为糊精，因此改变淀粉的结构，降低淀粉的退化作用，增长面包的老化时间。
15	[徒步]	[花朵 萼片 灰黑色 北京 杏仁]	【三分钟成为春花专家】	春天高潮即将过去了，各种花朵都登场了，很多都被冠上了桃花的大名。这些好多好冤啊，明明叫张三，非被人们塞到李氏宗族。现在就一起来为它们正名吧。排名按在北京春天的开花时间确定，先后可能跟各地有差别1.山桃这大概是最早开放的花朵了，特点是树皮是紫红色的，通常不会被认错，因为它们的花瓣好单薄。柱头只有一个，萼片是平顺的。总之是，看起来没有特点的特别早开的花，当然也是最早落的花。会结一些小毛桃，基本没有能吃的果肉。2.榆叶梅因叶子似榆树叶子得名。花朵非常密集，会结出梅子一样的果实，只是果肉特别薄，也非常酸，尝过的人都会说不好。3.山杏山杏的花朵没有花梗，萼片反折。虽然花瓣纤薄，但是却十分精致。花柱也是一条，另外，它们的枝干是灰黑色的，没有山桃那么靓丽。这都不是重点，重点是山杏的杏仁可以吃，很多市售的杏仁都是山杏仁！但是鲜的要经过处理，必须经过浸泡和煮去除多余的苦杏仁苷。
16	[甜品]	[番薯 红糖 糖水 放入 饱满]	【红糖老姜番薯糖水】	番薯糖水煮起来非常容易，但也不是简单的将番薯放入老姜汤中熬煮就可以了，还需要几个小窍门，可以让糖水变得清亮不浑浊，番薯更加甘甜。红糖老姜番薯糖水的做法先煲姜水：姜拍散，红枣去核切成若干瓣，水煮开后放入熬煮。处理番薯：番薯削皮，用刀刃深入番薯肉中，稍稍用力将番薯一块块撬开，并浸泡于水中，多换几次水以洗掉淀粉，使汤色更清亮。开中火，在锅中翻炒番薯，将水分炒干。炒干后再一次浸泡于水中，清洗几下。熬煮番薯：处理过的番薯放入之前熬煮中的姜水中，开大火煮沸，放入红糖。转小火熬煮至番薯变软即可。挑选番薯小窍门：1、​选个头大，形体饱满光滑的椭圆形。2、​不要选有洞的，有洞的说明里面有长虫子或烂了。3、​不要选表面有擦伤或则截断的，有可能部分已经腐烂了。
17	[养猫]	[用水 井水 河水 观赏鱼 水质]	【家庭饲养金鱼用什么水比较好】	1、自来水自来水是我们日常生活使用的生活用水，来源方便易得，它经过一定的技术处理后，是淡水观赏鱼较佳的饲养用水。自来水是消毒处理后的水源，水中含过多的氯离子，不能直接用来养鱼。一般采用凉晒法，将自来水放在露天通风处，借助于空气的流通和阳光的照射，使水中残留的氯气挥发，同时增加水中的溶氧量。2、井水井水属地下水，水质较硬，水温恒定。井水在使用前需曝晒12小时以上，以使水温与地表水温平衡，同时增加水中的溶氧量。3、河水天然水，水质软但较浑浊。使用前要在蓄水池中净化沉淀或过滤后使用。河水中含有许多天然饵料，可以使观赏鱼的颜色更加自然亮丽。
18	[养猫]	[金鱼 感冒 温度 盐水 原有]	【金鱼的感冒和防治方法】	当气温突然改变，你的金鱼出现了不正常病状，那么多半你的金鱼可能感冒了。金鱼感冒易发于早春、深秋和冬季。一、症状金鱼是否感冒可以从其活动情况看出患感冒的金鱼失去原有的活跃状态，而表现为神情呆滞、怕动、孤独地静处一旁，不吃不喝，皮肤上分泌出较多的黏液，肤色暗淡，而失去原有光泽，严重时可倒浮在水面上。二、防治方法1、在给金鱼换水时，不论什么季节，都要做到换进去的新水和老水的温度相同或温差很小；2、对已经出现感冒症状的金鱼，可将水位降低，待天气晴好时，要让金鱼晒晒太阳（气温较低的季节），或多给予光照；3、用小苏打稀溶液或低浓度的盐水让病鱼浸浴15分钟左右，再捞入清水中静养。
19	[养猫]	[金鱼 饲养 水源 含量 井水]	【金鱼饲养的水质管理】	饲养用水的选择饲养金鱼的水源较多，并且各具特点，养鱼者可就近取水，合理使用。1、井水有深井水和深浅水井水指一般土井、土壤地层的水。井水一般冬暖夏凉矿物质含量丰富，适宜饲养金鱼。浅井水较深井水更适合养鱼。井水使用前须根据地层的深浅，曝晒12～36小时，以利鱼体健康。2、江河、湖水属天然水源。与空气及日光接触面广，溶氧含量高，PH7.0～8.0，有较多的浮游生物，用于饲养金鱼，有助于鱼体色泽鲜艳。未经污染、优良的江湖水源均可用来养金鱼。缺点是湖泊与江河水中常含有危害金鱼的各种病原体和敌害，金鱼容易发病，因此需经过处理后使用。3、泉水属地下温性水源水瘦质纯，各种有机物含量稀少，可溶性盐类较多，用泉水养金鱼，生长较慢，使用时应力求水温平衡。
20	[养猫]	[金鱼 食物 肚子 观察 救治]	【金鱼吐食的那些误解和注意点】	一、金鱼的消化系统有问题，但是也可能存在肠胃疾病的可能。在这种情况下，先给金鱼停食，同时密切观察它的活动情况。一旦存在其它异常情况，那么就有必要进行合理的诊断治疗了，千万别拖延金鱼的救治时间哦。二、金鱼将吃下去的食物又吐出来，有可能是它不饿，肚子还很撑。这样的情况，可以先仔细看看鱼儿的肚子，是不是鼓胀浑圆。如果是，那么也可以暂时停食几顿，等到金鱼将体内的食物完全消化分解之后，在给它喂新的食物。三、金鱼将食物吐出来，也有可能是因为它在吃东西的时候吞进了气泡，使得肚子装不下剩余的食物，只好将食物吐了。这种情况下，也要先停食，然后密切观察金鱼的情况。与上述一说的一样，一旦有异常情况发生，一定要第一时间处理救治哦，否则金鱼将可能会死亡的。
21	[养猫]	[水草 布置 鱼缸 氧气 选择]	【美化鱼缸的方法】	养鱼是为了欣赏的，假如不经过美化布置，而只是一缸清水，几条游鱼游于水中，会使人感到单调和乏味。为了加强观赏效果，鱼缸中的美化布置工作就显得格外重要。怎样为鱼布置一个美丽的环境呢？您不妨从以下几点动动脑筋。一般观赏鱼缸内装饰，多以假山、假草再衬以假背景，这样无论多美总有缺乏生气的感觉。选择合适的水草，鱼缸才能布置得美观大方。背景水草可以选择高达水面的水草种类，中间以及两侧选择半高的水草种类，而前景则应该是矮小的水草，这样具有立体感。注意，水草和苔藓不能过多，否则会和金鱼以及田螺争夺氧气，虽然水草会吸收二氧化碳，释放氧气，但有时其消耗的氧气要大于释放的氧气。所以，应定期除去鱼缸里过多的水草。
22	[养猫]	[呼吸 神仙 仅供 咖啡色 色彩]	【如何判别七彩是否健康】	优良健康之七彩神仙鱼是每一位饲养者所希望拥有，但要如何判健康与否，可归类如下，仅供大家参考。1、七彩神仙鱼之各鳍，是否收缩而没有正常的撑开。2、七彩神仙鱼之鱼身（含鳍）是否有破，溃烂或附有类似白雾丝状或白色黏液。3、七彩神仙鱼之肤色是否正常或稍微带苍白色或暗淡色色彩表现不太正常。4、七彩神仙鱼之鳃部是否有过度张开之现象或呼吸急促的样子。5、七彩神仙鱼的双眼是否明亮有神，或为暗咖啡色或暗黑色。6、七彩神仙鱼之游动，是否常精神抖擞地昂首正常游动，呼吸顺畅，神态自然。7、七彩神仙鱼之排泄物是否有异常，是否有白便或拖粪现象
23	[养猫]	[水泥池 池底 池壁 蓄水池 结构]	【水泥池饲养金鱼攻略】	一、放养前的准备1、水泥池的结构鱼池采用保水节水的砖混水泥抹面结构，按用途分为蓄水池和养殖池。蓄水池与养殖池的面积比为1:12。蓄水池的规格为10米×1O米×1.5米，养殖池为5米×5米×0.5米，底面向排水口稍微倾斜，进排水管用无毒聚乙烯塑料管，规格为直径150毫米，两排池为一单元，在每一单元埋设进排水管道，安装喷淋增氧设施。2、水泥池的处理检查是否有渗漏，这对新建水泥池尤为重要。新建水泥池碱性很强并含有不利于幼体发育的有害物质，可用水浸泡、冲洗直到池底、池壁内的碱性及有毒物质浸出，使pH值稳定在8.5以内，浸泡时间约为一个月左右。水泥池在使用时要严格洗刷，用50克/米。漂白粉或20克/米3高锰酸钾溶液刷洗池壁池底，浸泡数小时后，再用清水冲洗干净后注入养殖用水，待用。
24	[养猫]	[吸氨石 爆氧 自来水厂 有毒 净化]	【饲养金鱼时为何推荐使用吸氨石】	家庭养殖金鱼的饲水多为自来水，自来水厂在进行水处理的时候，一般都放入了氯这种化学物质，为了杀灭水中的细菌，我们大家都知道氯气对于观赏鱼来说是有害的，对鱼鳃等呼吸系统的危害较大，因此，一般都采用晒水（北方多叫“困水”）的方法，将水中的氯气挥发掉。在晒水的同时充氧，使水中的含氧量增加，达到爆氧的目的。氯气和水中的有机物结合，会形成至癌物质，为了避免这种情况，因此，自来水厂又在水中添加了氨，使氯能够和氨结合，产生氯氨，避免氯气和水中的有机物结合，形成至癌物质。吸氨石吸氨石是拥有多孔而有渗透性的滤材。除了可以除氨离子，可以吸附有毒的有机物如毒性强的amonia及有害气体。也可以净化水质。使用新的吸氨石前，要先用水冲洗。吸氨石的寿命期很短。
25	[养猫]	[发生 胭脂鱼 消毒 疾病 鱼种]	【胭脂鱼病害早防治】	胭脂鱼的常见疾病有：烂鳃病、肠炎病及营养性不良、泛池和寄生虫病等。（一）烂鳃病在胭脂鱼成鱼和幼鱼阶段均有发生。由于胭脂鱼有集群习性，故该病一旦发生，即迅速感染，有时可导致大量死鱼现象。防治方法：一是大量换注水，改善池塘水质状况；二是鱼种放养前彻底清塘，养殖过程中定期消毒水体和食场。当鱼病发生，用0.2-0.5毫克/升呋喃唑酮或1毫克／升漂白粉全池泼洒，连续2-3天；同时拌饵内服鱼服康（100千克鱼用量为50～100克）或红霉素（100千克鱼30克有效成分），1天1次，3天为一个疗程。（二）肠炎病胭脂鱼苗种及低龄鱼种主要疾病。在饲料及环境条件差的情况下易发生；流行季节为6～9月。防治方法：一是坚持不喂变质腐败饲料；二是加强水体消毒工作。在疾病发生时；全池泼洒漂白粉或0．3～0．4毫克／升强氯精。
26	[养猫]	[鱼缸 消毒 绿藻 清洗 生长]	【鱼缸消毒很有必要】	鱼缸消毒至关重要，特别是在饲养有名贵热带观赏鱼的缸中尤其如此。如何给鱼缸消毒？消毒前我们需要做什么呢？其实鱼缸消毒是第二步需要做的事情，首当其冲的是鱼缸的清洗问题，鱼缸清洗干净了是对鱼缸消毒做准备的前提条件，想想美欧清理干净鱼缸的里里外外那么鱼缸消毒也是不可取的。鱼缸消毒前，我们需要对鱼缸做好清洗，清洗鱼缸可以从两个方面入手，首先是清理缸壁，用到的工具主要有磁力刷和磁刮器，简单实用可以很方便的清理掉内壁上面的绿藻和青苔。其次就是清理过滤系统，清理这个比较复杂但是也不易经常清洗，不然可能会破坏消化系统，使得消化系统崩溃掉，影响鱼儿健康生长，清理过滤系统主要清理的是棉，因为第一层就是阻挡杂质的过程，故会在棉上面残留很多的物质，这个必须清理。
27	[零食]	[葡萄酒 酵母 风味 发酵 葡萄]	【葡萄酒里那么多味道是从哪儿来的？】	葡萄酒芬芳迷人，我们可以从中闻到浆果、香草、皮革、橡木等味道。那么，这么多味道究竟是从哪儿来的呢？1.来自葡萄品种2.来自葡萄种植温度来自不同温度范围的葡萄酒风味特点差异非常大日照日照充分使葡萄合成更多风味物质，有的还会发展出热带水果风味。土壤3.来自酿酒工艺葡萄酒的发酵是利用酵母将葡萄中的糖分转化为酒精的过程。如果酒精发酵时糖分未被全部分解，舌尖可以尝到明显的甜味，葡萄酒就会呈甜型；如果舌尖几乎尝不到甜味，葡萄酒就会呈干型。橡木橡木桶在第一次使用的过程中会散失大部分风味，因此数次使用后，橡木桶就不会再赋予葡萄酒太多风味了。苹果酸乳酸发酵葡萄酒中尖刻的苹果酸转变为醇厚的乳酸，酸度降低的同时，还能发展出黄油、奶油类气息。酒香酵母受酒香酵母影响严重的葡萄酒会散发出臭袜子、湿狗和马骚味。酒泥来源于发酵后的葡萄酒与死亡的酵母细胞——酒泥的接触。香槟产区规定，香槟需保留酒泥在瓶中熟成1.5年以上。
28	[徒步]	[]	【今天我们去哪里玩】	大家好！今天我们去哪里玩？？
29	[手工]	[完整版 小伙伴 课堂 笔记 材料]	【一朵课堂|零基础如何画好植物白描（上）】	6月8号日晚八点茹萍在千聊给600多位的小伙伴直播了白描技巧很多小伙伴刚好有事没能赶上呐，学霸辛勤茹我完整版课堂笔记如下材料准备：
30	[音响]	[音箱 灯光 采用 旋钮 悬臂]	【G-one质感音乐体验，身临其境的音乐盛宴】	小编今天带来一款目前性价比极高的小型家庭院套装——G-ONE。推荐理由：①安装简单②音乐质感强③经杜比认证还原度的一款高品质5.1音箱三个音箱采用的是同一个支架进行支撑，中置音箱只能向上伸长，而左右声道音箱则可以波动到水平位置。三个音箱均采用的限位孔的方式可以对音箱悬臂的长度进行调整，最高能支持28寸的显示器进行使用。每个细节的做工都还是挺不错的，底部的输入线与音箱支架结合紧凑没有缝隙。同时三个音箱均采用向前略微倾斜的设计，为了极致的体验可谓是不放过每一个细节，再也不怕因为悬臂拉太长而导致声音会不经意的溜走了。可以看出为了产品的美观三个音箱均设计了一个方形的透明框，不过感觉从美观的角度来说还差一步就完美了。如果在圆形的外围部分加上一条灯带，让透明框在使用的时候能够随着音乐绽放出特定的色彩那么产品瞬间就变得高大上不少。音量调节旋钮的质感还是挺不错的，采用的磨砂材质作为表面材料，同时做了亮边处理散发出夺目的金属光泽。旋转调节的时候会有一小格一小格的拨弄触感，可以360°进行旋转。小小的个子里面还内置了全指向屏蔽回路麦克风，不过有一点可惜的是因为其太轻容易到处跑，感觉需要在底部上点胶粘在桌上才好。同时如果旋钮灯光闪烁4次则表示正在播放的音源为杜比源码。对于灯光方面低音炮下方的三个小圆点还是挺好看的，这个投影式的灯光不会那么刺眼，看起来排列的三个小蓝点看起来也挺舒服的。
31	[音响]	[系统 音响 选择 避开 性价比]	【给圈友们的几个购买音响的建议】	我跟大家分享几个有用的小窍门，用来帮助大家购买到性价比最好的音响。一，尽可能避开2.1的音箱，选择主音箱口径更大的2.0音箱二，尽可能的选择无源系统，避开有源系统三，一定用最好的音乐来给音响试音
32	[服装]	[背带裤 搭配 女王 时尚 整理]	【这个春天，时尚又减龄就靠他了！】	说起来背带裤还真的是时尚又减龄的神器啊喂！但是背带裤要如何搭配出自己的风格，还是困扰各位女王的一个问题，所以这次小编就为女王们整理了背带裤不同款式的不同搭配~背带裤+T恤[大笑]
33	[手串]	[硬度 木材 非洲 译成 轻木]	【木材硬度表排行榜：紫檀最硬，椴木最软】	下图是一张在pinterest看到一张很形象的木材硬度表，译成了中文，知识贴欢迎收藏。可以看到木材硬度排在前三位的紫檀、龙凤檀、和檀木。木材硬度最低的为非洲轻木和椴木。
34	[红酒]	[圈子 小伙伴 社交 返利 圈子里]	【欢迎来到国美+】	故事总是由首先开始，由然后升华，再由最后结束的。那么，让我们的故事开始吧...在国美+，我该怎么做呢？首先向大家介绍一下我们的国美+一、常识科普1、什么是国美+国美+是美信网络技术有限公司推出的一款社交电商APP，以分享为核心，将社交与购物进行链接，专注于为用户提供更有品质的购物及社交体验，同时为商家提供更有效率的商品销售平台。2、在国美+可以做什么呢？在国美+，我们可以找到感兴趣的圈子，可以赚取国美币，可以通过返利赚取佣金，可以发现好货。然后我们要怎么来玩呢二、教你玩转国美+1、圈子怎么玩圈子是由一群兴趣相投的小伙伴创建哒，亲们可以根据自己的兴趣爱好加入或者创建不同的圈子，在圈子里可以与小伙伴讨论喜欢的事情，还可以交到志同道合的小伙伴哦。关于圈子的详细，需要亲们移步到国美+官方圈子里查看关于圈子的详细介绍哦，辛苦各位亲啦。2、国美币怎么玩国美币用的用途是多多的，它可以提现，它可以当现金抵用等等。国美币还有很多用途哦，关于国美币的详细，需要亲们移步到国美+官方圈子里查看关于国美币的详细介绍哦，辛苦各位亲啦。3、返利怎么玩小伙伴们，看到返利会有一脸茫然的感觉吗。有茫然就对啦，关于返利的详细，同样需要亲们移步到国美+官方圈子里查看关于返利的详细介绍哦，辛苦各位亲啦。4、好货怎么找除了圈子之外，剩下的就都是好货的范围啦。比如具体的可以在：国美+页面中的便宜好货，超级返利，促销活动中找找啦，如果亲们觉得还不够，可以在国美+精选中再找找。最后我们再来回答一些小问题比如亲们在使用过程中遇到了问题怎么办。如果亲们在玩转圈子过程中遇到了一些问题，可以在国美+app→我的→设置→意见反馈进行反馈哦。
35	[红酒]	[圈子 活动 官方 话题 亲们]	【关于圈子，这里有大家想知道的。】	首先欢迎亲们来到国美+官方圈子在这里，你可以获得最新的国美+咨询和最炫酷的玩法在这里，你可以和大家玩在一起，买在一起当然，在这里，亲们还可以参加我们的各种活动，拿到萌萌哒的礼物。然后，教亲们如何玩转圈子1、如果你想查看我们过去优秀的话题，只要在圈子中精品话题栏进入查看即可哦。2、如果你想爆照，想交友，想发表不一样的意见，想有人和你说晚安或早安，想做你想的事情，都可以进入到圈子里发起话题哦。3、我们的圈子会经常推出各种好玩的活动，亲们可以多多关注官方圈子的活动预告哦。最后，有一些是大家一定要配合做好的。请大家不要发布广告、色情、恶意刷屏、虚假、辱骂等不良信息，违者一律删除，并拉黑。
36	[红酒]	[返利 商品 金额 购买 邀请]	【关于国美币，这里有你要知道的！】	亲们，国美币是可是与大家的money直接有联系的哦，我们在这里就要十分严肃的和大家讲一下关于国美币的内容啦。国美币获取方式:1.如何赚取国美币？通过邀请商家入驻、分销商品、购买商品、分享商品、邀请好友等方式得到国美币；2.国美币怎么赚，谁能赚？①分享商品返利：最终用户购买，分享的用户获得返利②邀请好友返利：被邀请者购买返利商品后，邀请者可获得返利③邀请商家返利：邀请商家入驻国美+，商家可得国美币④购买商品返利：用户在国美+购买了标有返利的商品，可获得返利⑤销售商品返利：用户在国美+分销商品，可获得返利4.国美币如何使用？国美币提现通过绑定银行卡（储蓄卡）进行提现。国美币消费通过购买商品在填写订单页面勾选使用。5.关于限额国美币提现限额单笔最小金额————————10元单笔最大金额————————1W元单日最大笔数————————5笔单日最大金额————————2W元单月最大金额————————5W元国美币支付限额单笔最小金额————————0.01元单笔最大金额————————1W元单日最大笔数————————10笔单日最大金额————————2W元单月最大金额————————5W元
